../data/imgs_subset/w_0.jpg	1	978 586 553 550
../data/imgs_subset/w_1.jpg	1	1318 830 375 303
../data/imgs_subset/w_2.jpg	1	789 935 423 313
../data/imgs_subset/w_12.jpg	1	1422 1162 294 217
../data/imgs_subset/w_14.jpg	1	1297 1069 286 230
../data/imgs_subset/w_19.jpg	1	1212 914 491 374
../data/imgs_subset/w_28.jpg	1	1182 840 446 276
../data/imgs_subset/w_32.jpg	1	1342 476 330 218
../data/imgs_subset/w_33.jpg	1	994 887 566 256
../data/imgs_subset/w_34.jpg	1	2544 1509 1009 580
../data/imgs_subset/w_39.jpg	1	2006 1067 425 322
../data/imgs_subset/w_46.jpg	1	543 667 439 302
../data/imgs_subset/w_51.jpg	1	2118 1991 821 737
../data/imgs_subset/w_56.jpg	1	1081 940 395 408
../data/imgs_subset/w_57.jpg	1	1485 1639 812 503
../data/imgs_subset/w_59.jpg	1	771 609 333 371
../data/imgs_subset/w_61.jpg	1	1527 2567 689 488
../data/imgs_subset/w_63.jpg	1	1043 1364 384 279
../data/imgs_subset/w_64.jpg	1	1510 856 498 473
../data/imgs_subset/w_66.jpg	1	973 792 552 383
../data/imgs_subset/w_67.jpg	1	1327 983 355 211
../data/imgs_subset/w_75.jpg	1	1317 872 264 214
../data/imgs_subset/w_76.jpg	1	966 707 563 470
../data/imgs_subset/w_78.jpg	1	1447 1178 386 262
../data/imgs_subset/w_82.jpg	1	1273 1056 468 356
../data/imgs_subset/w_86.jpg	1	2651 1538 803 458
../data/imgs_subset/w_93.jpg	1	1300 2108 777 616
../data/imgs_subset/w_102.jpg	1	1463 1370 457 431
../data/imgs_subset/w_103.jpg	1	800 870 592 503
../data/imgs_subset/w_107.jpg	1	1243 620 566 416
../data/imgs_subset/w_108.jpg	1	1417 949 700 344
../data/imgs_subset/w_109.jpg	1	1336 1048 522 382
../data/imgs_subset/w_113.jpg	1	1194 354 287 260
../data/imgs_subset/w_119.jpg	1	1974 1600 817 542
../data/imgs_subset/w_123.jpg	1	1194 1021 531 344
../data/imgs_subset/w_131.jpg	1	1475 741 372 232
../data/imgs_subset/w_138.jpg	1	1588 711 540 438
../data/imgs_subset/w_139.jpg	1	1162 816 479 459
../data/imgs_subset/w_140.jpg	1	2126 1374 971 569
../data/imgs_subset/w_145.jpg	1	1424 755 467 263
../data/imgs_subset/w_150.jpg	1	1927 1606 1080 679
../data/imgs_subset/w_151.jpg	1	968 1009 577 362
../data/imgs_subset/w_153.jpg	1	1404 1006 414 281
../data/imgs_subset/w_159.jpg	1	1452 862 346 242
../data/imgs_subset/w_160.jpg	1	1283 681 453 248
../data/imgs_subset/w_165.jpg	1	1209 1022 336 275
../data/imgs_subset/w_167.jpg	1	2439 1247 819 778
../data/imgs_subset/w_172.jpg	1	1504 1022 272 151
../data/imgs_subset/w_177.jpg	1	975 1096 386 359
../data/imgs_subset/w_179.jpg	1	1224 927 309 227
../data/imgs_subset/w_183.jpg	1	1329 693 372 324
../data/imgs_subset/w_186.jpg	1	1750 1492 737 519
../data/imgs_subset/w_187.jpg	1	945 876 913 855
../data/imgs_subset/w_189.jpg	1	1202 887 737 637
../data/imgs_subset/w_194.jpg	1	892 1126 510 431
../data/imgs_subset/w_199.jpg	1	1454 785 369 281
